,Date,Decred - Tweets
901,2013/01/03,20921297
902,2013/01/04,29527613
903,2013/01/05,26851599
904,2013/01/06,13548598
905,2013/01/07,18447916
906,2013/01/08,27562665
907,2013/01/09,22021685
908,2013/01/10,17237235
909,2013/01/11,17459727
910,2013/01/12,12066780
911,2013/01/13,11462715
912,2013/01/14,14787333
913,2013/01/15,27597383
914,2013/01/16,30788170
915,2013/01/17,25771774
916,2013/01/18,24117217
917,2013/01/19,21909191
918,2013/01/20,16550982
919,2013/01/21,16740904
920,2013/01/22,22137670
921,2013/01/23,39052736
922,2013/01/24,23806821
923,2013/01/25,24360021
924,2013/01/26,21305003
925,2013/01/27,24090278
926,2013/01/28,27738837
927,2013/01/29,42090352
928,2013/01/30,32182083
929,2013/01/31,29133247
930,2013/02/01,34707623
931,2013/02/02,23825891
932,2013/02/03,24649912
933,2013/02/04,29860399
934,2013/02/05,38319112
935,2013/02/06,36198000
936,2013/02/07,34569462
937,2013/02/08,45157393
938,2013/02/09,36078893
939,2013/02/10,29858039
940,2013/02/11,29243330
941,2013/02/12,27270666
942,2013/02/13,25208127
943,2013/02/14,35260549
944,2013/02/15,31760756
945,2013/02/16,32044813
946,2013/02/17,26997794
947,2013/02/18,29948132
948,2013/02/19,35449679
949,2013/02/20,31022271
950,2013/02/21,28308162
951,2013/02/22,43329245
952,2013/02/23,30312993
953,2013/02/24,45883097
954,2013/02/25,50988547
955,2013/02/26,39048848
956,2013/02/27,42867868
957,2013/02/28,43827553
958,2013/03/01,47303908
959,2013/03/02,45859040
960,2013/03/03,25958762
961,2013/03/04,29831574
962,2013/03/05,67448145
963,2013/03/06,80370188
964,2013/03/07,56480589
965,2013/03/08,46714516
966,2013/03/09,39440947
967,2013/03/10,51029935
968,2013/03/11,41364342
969,2013/03/12,61924251
970,2013/03/13,59903815
971,2013/03/14,43481222
972,2013/03/15,227868030
973,2013/03/16,98379554
974,2013/03/17,35367518
975,2013/03/18,170428621
976,2013/03/19,93622497
977,2013/03/20,102334024
978,2013/03/21,117756088
979,2013/03/22,85100400
980,2013/03/23,76818014
981,2013/03/24,56080244
982,2013/03/25,95421661
983,2013/03/26,111737889
984,2013/03/27,198986778
985,2013/03/28,141711056
986,2013/03/29,115186870
987,2013/03/30,151427698
988,2013/03/31,131125946
989,2013/04/01,127826531
990,2013/04/02,257306533
991,2013/04/03,252194497
992,2013/04/04,226470029
993,2013/04/05,227376421
994,2013/04/06,157618282
995,2013/04/07,127226834
996,2013/04/08,209959555
997,2013/04/09,324241653
998,2013/04/10,432598611
999,2013/04/11,192463385
1000,2013/04/12,138461138
1001,2013/04/13,98980843
1002,2013/04/14,60826050
1003,2013/04/15,76896248
1004,2013/04/16,124159123
1005,2013/04/17,125329936
1006,2013/04/18,548689876
1007,2013/04/19,191347126
1008,2013/04/20,106398333
1009,2013/04/21,103406588
1010,2013/04/22,175229971
1011,2013/04/23,182480908
1012,2013/04/24,241842361
1013,2013/04/25,218798349
1014,2013/04/26,147871019
1015,2013/04/27,95533900
1016,2013/04/28,63338129
1017,2013/04/29,110560621
1018,2013/04/30,78727820
1019,2013/05/01,108383140
1020,2013/05/02,89278015
1021,2013/05/03,70332745
1022,2013/05/04,41872045
1023,2013/05/05,57458342
1024,2013/05/06,84045320
1025,2013/05/07,95351737
1026,2013/05/08,79989908
1027,2013/05/09,61885986
1028,2013/05/10,77351721
1029,2013/05/11,64413654
1030,2013/05/12,51301271
1031,2013/05/13,74564292
1032,2013/05/14,72700627
1033,2013/05/15,65554034
1034,2013/05/16,64475996
1035,2013/05/17,75258648
1036,2013/05/18,66876301
1037,2013/05/19,43512417
1038,2013/05/20,55737414
1039,2013/05/21,69388155
1040,2013/05/22,76830429
1041,2013/05/23,74254762
1042,2013/05/24,86918977
1043,2013/05/25,81711332
1044,2013/05/26,45607015
1045,2013/05/27,75633075
1046,2013/05/28,79555669
1047,2013/05/29,84914132
1048,2013/05/30,73009718
1049,2013/05/31,75431480
1050,2013/06/01,55241753
1051,2013/06/02,47080357
1052,2013/06/03,83847047
1053,2013/06/04,70114385
1054,2013/06/05,74109198
1055,2013/06/06,83075105
1056,2013/06/07,70578908
1057,2013/06/08,39307053
1058,2013/06/09,67749541
1059,2013/06/10,47961592
1060,2013/06/11,58356626
1061,2013/06/12,55654391
1062,2013/06/13,60666906
1063,2013/06/14,70373331
1064,2013/06/15,38748897
1065,2013/06/16,47355820
1066,2013/06/17,55165386
1067,2013/06/18,62073715
1068,2013/06/19,56517915
1069,2013/06/20,71831011
1070,2013/06/21,68084683
1071,2013/06/22,40788284
1072,2013/06/23,30952948
1073,2013/06/24,55900908
1074,2013/06/25,65842281
1075,2013/06/26,56389788
1076,2013/06/27,49345723
1077,2013/06/28,56654059
1078,2013/06/29,42690104
1079,2013/06/30,34011345
1080,2013/07/01,69610060
1081,2013/07/02,57491463
1082,2013/07/03,63630073
1083,2013/07/04,64761044
1084,2013/07/05,67984128
1085,2013/07/06,44046900
1086,2013/07/07,43322272
